p1_pred,p2_pred,p3_pred,p4_pred,p5_pred,p1,p2,p3,p4,p5,init_index,j1,j2,j3,j4,j5,polarity_j,polarity_p,price,n_revs_sampled,cat_Arts_&_Photography,cat_Biographies_&_Memoirs,cat_Business_&_Money,cat_Christian_Books_&_Bibles,cat_Comics_&_Graphic_Novels,cat_Computers_&_Technology,"cat_Cookbooks,_Food_&_Wine","cat_Crafts,_Hobbies_&_Home",cat_Education_&_Teaching,cat_Engineering_&_Transportation,"cat_Health,_Fitness_&_Dieting",cat_History,cat_Humor_&_Entertainment,"cat_Lesbian,_Gay,_Bisexual_&_Transgender_Books",cat_Literature_&_Fiction,cat_Medical_Books,"cat_Mystery,_Thriller_&_Suspense",cat_Parenting_&_Relationships,cat_Politics_&_Social_Sciences,cat_Reference,cat_Religion_&_Spirituality,cat_Romance,cat_Science_&_Math,cat_Science_Fiction_&_Fantasy,cat_Self-Help,cat_Sports_&_Outdoors,cat_Teen_&_Young_Adult,cat_Travel,subcat_Accounting,subcat_Action_&_Adventure,subcat_Alternative_Medicine,subcat_Americas,subcat_Ancient_Civilizations,subcat_Anthologies,subcat_Arts_&_Literature,subcat_Asia,subcat_Bible_Study_&_Reference,subcat_Bibles,subcat_Biological_Sciences,subcat_British_&_Irish,subcat_Christian_Living,subcat_Classics,subcat_Contemporary,subcat_Cooking_Methods,subcat_Crafts_&_Hobbies,subcat_Creativity,subcat_Death_&_Grief,subcat_Decorative_Arts_&_Design,subcat_Diets_&_Weight_Loss,subcat_Diseases_&_Physical_Ailments,subcat_Dramas_&_Plays,subcat_Economics,subcat_Education_&_Reference,subcat_Engineering,subcat_Entertaining_&_Holidays,subcat_Erotica,subcat_Essays_&_Correspondence,subcat_Europe,subcat_Family_Relationships,subcat_Fantasy,subcat_Genre_Fiction,subcat_Gothic,subcat_Graphic_Design,subcat_Graphic_Novels,subcat_Happiness,subcat_Hardware_&_DIY,subcat_Historical,subcat_History_&_Criticism,subcat_Home_Improvement_&_Design,subcat_Humor,subcat_Humor_&_Satire,subcat_Individual_Artists,subcat_Individual_Sports,subcat_Investing,subcat_Job_Hunting_&_Careers,subcat_LGBT,subcat_Leaders_&_Notable_People,subcat_Literary,subcat_Literature_&_Fiction,subcat_Management_&_Leadership,subcat_Manga,subcat_Mathematics,subcat_Medicine,subcat_Memoirs,subcat_Military,subcat_Motivational,subcat_Music,subcat_Mystery,subcat_Mythology_&_Folk_Tales,subcat_New_Adult_&_College,"subcat_Other_Religions,_Practices_&_Sacred_Texts",subcat_Paranormal,subcat_Performing_Arts,subcat_Personal_Finance,subcat_Personal_Transformation,subcat_Pets_&_Animal_Care,subcat_Poetry,subcat_Politics_&_Government,subcat_Pop_Culture,subcat_Professionals_&_Academics,subcat_Psychology_&_Counseling,subcat_Radio,subcat_Regency,subcat_Regional_U.S.,subcat_Relationships,subcat_Romance,subcat_Romantic_Comedy,subcat_Romantic_Suspense,subcat_Schools_&_Teaching,subcat_Science_Fiction,subcat_Science_Fiction_&_Fantasy,subcat_Short_Stories_&_Anthologies,subcat_Social_Sciences,subcat_Sociology,subcat_South_America,subcat_Special_Diet,subcat_Specific_Groups,subcat_Theology,subcat_Thrillers_&_Suspense,subcat_Time_Travel,subcat_Transportation,subcat_Travelers_&_Explorers,subcat_True_Crime,subcat_United_States,subcat_Water_Sports,subcat_Western,subcat_World,subcat_World_Literature,subcat_Worship_&_Devotion,"subcat_Writing,_Research_&_Publishing_Guides",polarity_p_pred
2.5289180844649106e-15,3.990604233779921e-13,1.9147804869446006e-11,1.2485514844229328e-09,1.0,0.0057142857142857,0.0171428571428571,0.131428571428571,0.234285714285714,0.611428571428571,160,0.0114285714285714,0.0285714285714286,0.0742857142857143,0.205714285714286,0.68,0.6914285714285715,0.6171428571428567,0.02297044269091882,0.007516796381294486,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0000000000000024
2.8421896201168877e-15,4.4091154880777916e-13,2.087847603138293e-11,1.3417785771352442e-09,1.0,0.0,0.0,0.0568181818181818,0.397727272727273,0.545454545454545,166,0.0227272727272727,0.0227272727272727,0.0454545454545455,0.25,0.659090909090909,0.6818181818181817,0.545454545454545,0.01700213989568009,0.001729528370917316,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0000000000000029
4.0697112495854774e-15,6.040390626918524e-13,2.7464662488707603e-11,1.6770553834533075e-09,1.0,0.0098039215686274,0.0490196078431373,0.215686274509804,0.441176470588235,0.284313725490196,176,0.0392156862745098,0.0686274509803922,0.156862745098039,0.235294117647059,0.5,0.5392156862745098,0.29411764705882343,0.01777116490571085,0.0026608128783343317,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.000000000000004
5.004684851489614e-15,7.185794385737576e-13,3.1875550809967734e-11,1.8948331792500994e-09,1.0,0.0129589632829374,0.0647948164146868,0.157667386609071,0.369330453563715,0.39524838012959,207,0.0431965442764579,0.0475161987041037,0.0626349892008639,0.187904967602592,0.658747300215983,0.701943844492441,0.4082073434125274,0.020011368195800457,0.026674649105301672,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.000000000000005
1.3211259699202416e-15,2.316466788353233e-13,1.1868750773857961e-11,8.433181930556088e-10,1.0,0.0,0.0,0.0882352941176471,0.247899159663866,0.663865546218487,216,0.0336134453781513,0.0504201680672269,0.0966386554621849,0.23109243697479,0.588235294117647,0.6218487394957982,0.663865546218487,0.02220141768088806,0.011707576664671059,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0000000000000013
7.673297727198072e-15,1.0287836121197769e-12,4.348088208927514e-11,2.4692503597378845e-09,1.0,0.0,0.0490196078431373,0.176470588235294,0.303921568627451,0.470588235294118,231,0.0784313725490196,0.0196078431372549,0.0490196078431373,0.343137254901961,0.509803921568627,0.5882352941176465,0.470588235294118,0.02114818777584593,0.0026608128783343317,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0000000000000078
1.6521218394001044e-14,1.976684441129528e-12,7.65277771708206e-11,3.946761584217029e-09,1.0,0.0526789734353895,0.123367852318775,0.243133723547951,0.275551553354345,0.305267897343539,245,0.196758217019361,0.140027014858172,0.156686177397569,0.185952273750563,0.320576316974336,0.517334533993697,0.3579468707789285,0.016199679015647988,0.14361737510809552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0000000000000164
8.425053443929893e-16,1.576490538590311e-13,8.599306162981879e-12,6.389346829394071e-10,1.0,0.0,0.0,0.0121951219512195,0.341463414634146,0.646341463414634,255,0.0365853658536585,0.024390243902439,0.0365853658536585,0.25609756097561,0.646341463414634,0.6829268292682925,0.646341463414634,0.016634345325665375,0.0013304064391671663,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0000000000000009
6.946359313491149e-14,6.807776998379866e-12,2.230368112421388e-10,9.475141560244538e-09,1.0,0.0168539325842697,0.050561797752809,0.0936329588014981,0.277153558052434,0.561797752808989,258,0.0318352059925094,0.0243445692883895,0.0617977528089888,0.179775280898876,0.702247191011236,0.7340823970037454,0.5786516853932587,0.005567072355222682,0.031397591964345106,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0000000000000695
1.877135599737123e-12,1.1323064708079755e-10,2.547574595723745e-09,7.128872425710142e-08,0.9999999403953552,0.042830540037244,0.068901303538175,0.0837988826815642,0.206703910614525,0.597765363128492,281,0.0893854748603352,0.0335195530726257,0.0558659217877095,0.135940409683426,0.685288640595903,0.7746741154562382,0.640595903165736,0.02061321385582453,0.03159715293022018,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999403972324
4.6006581824623114e-15,6.703916393367704e-13,3.008560067740973e-11,1.8082072505976043e-09,1.0,0.0305343511450382,0.0687022900763359,0.16030534351145,0.282442748091603,0.458015267175573,309,0.129770992366412,0.114503816793893,0.114503816793893,0.213740458015267,0.427480916030534,0.557251908396946,0.4885496183206112,0.0165674735856627,0.004589902215126721,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0000000000000047
2.8815122776602213e-15,4.468173877766879e-13,2.1177958692275567e-11,1.3473384630202645e-09,1.0,0.0456583774969425,0.0684875662454138,0.133713819812475,0.308601712189156,0.443538524256013,317,0.084794129637179,0.066041581736649,0.118222584590298,0.203424378312271,0.527517325723604,0.612311455360783,0.4891969017529555,0.012137220810485488,0.15905008980243465,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0000000000000029
2.914341944854071e-13,2.3250654873629983e-11,6.464243029746797e-10,2.283636568733982e-08,1.0,0.0441988950276243,0.0607734806629834,0.104972375690608,0.386740331491713,0.403314917127072,447,0.176795580110497,0.0828729281767956,0.0718232044198895,0.171270718232044,0.497237569060773,0.67403314917127,0.4475138121546963,0.017570549685702822,0.007915918313044636,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0000000000002915
1.3976865251654792e-14,1.7339420914710968e-12,6.816017888988668e-11,3.5580136614754565e-09,1.0,0.0419543281996814,0.039830058417419,0.163037705788635,0.270313329792884,0.484864577801381,464,0.105682421667552,0.0945300053106745,0.15878916622411,0.265002655337228,0.375995751460435,0.481678173127987,0.5268189060010624,0.01238798983549552,0.12113350628617042,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.000000000000014
